z	y	vel_z	vel_y	hr	hl	hr_dot	hl_dot	kr	kl	kr_dot	kl_dot	fr	fl
-0.07619212257420797	9.049678168591829	-0.37164630595594506	1.7197453210964824	-0.8000947595985046	-0.7987558534547805	-0.12487867977072914	-1.6958574109256612	1.005075970673274	0.7539628492005299	15.57710900439907	-8.596121565409927	0	0
0.0001364142635337651	0.0007788143344996016	-0.0047144877104903764	0.13872063181028246	-0.020034079474908317	-0.0008165840976079863	-4.63817794068873	0.9937916912603075	0.0330422851207306	-0.002813664510522784	8.712569164231795	0.20866616456851	0	0
-0.00021556347750773737	0.007397210033072144	-0.12771987723236572	0.7383509552686776	-0.13064249778815107	-0.09213935536720097	-11.920327285937876	-10.132886123960326	0.2325399730783575	0.1585855047389373	20.381341021707403	17.515991251460914	0	0
-0.010942803381436291	0.025827599444362616	-0.8746236196510286	0.9882663509024399	-0.4186004061067292	-0.3559680070315432	-15.39701553498108	-15.043766328363905	0.6945904380927548	0.5766924235273843	24.012727189241346	22.94333020412592	0	0
-0.03442508672369823	0.043917433313258925	-1.4230758794973088	0.8257999899273406	-0.7259599315269663	-0.6477009277249559	-15.361406239454535	-14.178408095447137	1.1659070695057787	0.9674821747423001	23.122495785106615	14.937305627858073	0	0
-0.05338407792485663	0.04898093824697736	-0.7031979525365619	-0.03711763699968744	-0.7919001361046281	-0.7937829642147811	-1.287733170073606	0.9014770143729507	1.4084251562034344	1.0209127259976842	13.652005093748938	-10.705976203161448	0	0
-0.06657549586303319	0.04793500913204113	-0.6187031117193991	0.18612622108133145	-0.7487244281309984	-0.7669986816039698	0.6110897336116149	0.6678703005846129	1.3998260830458182	0.7311784481183103	-0.10323662374010834	-15.104259089250538	0	0
-0.07744282258057798	0.05186939453360419	0.04888493536672795	0.030909070549687414	-0.7587818879885546	-0.7976895945016258	-0.9243944514979807	-0.2623972539617564	1.3989456728468452	0.5459140489516088	1.2611447742106139	-6.994933793889826	0	0
-0.07676500740218631	0.05201857670633547	-0.06204525712204185	3.40584513117342e-05	-0.7927553817045627	-0.8001461313684315	-2.764966506738117	-0.23713172308288957	1.400237986080188	0.49683583938864295	-0.059299062258534097	1.8234142139011869	0	0
-0.07846485910265596	0.050643787441149536	-0.16097230947193528	-0.07961058563639443	-0.7859421397414579	-0.7995167729817299	1.1640514322774425	-0.34703231021991854	1.2691689221129652	0.616842770866441	-11.317861940290838	10.49718690415429	0	0
-0.07802595644428657	0.04803108448764197	0.275270760543669	-0.12416542551619807	-0.7567677669742476	-0.7992481320380893	1.3065438961096436	1.0730482287592622	1.0491581322293255	0.6709890771447524	-1.0126873376624834	2.691094922391747	0	0
-0.0738917741905887	0.048311564106363565	0.17991674964610574	0.09796295665254805	-0.740571361230498	-0.8000144293786136	0.6608128837148869	0.0032645489944083906	1.0112986933192412	0.8199122521967341	-1.6206462986705343	11.319403439210069	0	0
-0.07113769609718654	0.05202006012355034	0.10397026757384972	0.27033040739261915	-0.7329629874837753	-0.8000345653688381	0.1593419779924804	0.09894632446873036	0.9784820558546139	1.1088778957393917	-1.4350173939866453	15.177428839252821	0	0
-0.06998165540347324	0.05946140343902151	0.019381398005934195	0.464621005128457	-0.7357644025778409	-0.8000144648503769	-0.4000679565808396	-0.07086935180663853	0.9489595769551356	1.413547940670111	-1.2173396560535157	15.510759245241445	0	0
-0.06546620933306914	0.06761543432357806	0.27429614024800164	0.4401281667830154	-0.7218715239538813	-0.6705704308942408	0.9973054474681079	6.853618467279621	0.8855793764282884	1.2785376646054472	-3.5789519494335176	-11.447982111926128	0	0
-0.060302876208059276	0.07850658826303564	0.3079153518756513	0.6827687956221614	-0.702798990674876	-0.5527257397358962	0.8879198885957356	0.21717069619833507	0.8039802431359968	1.0133140223389754	-5.092947268031722	-3.588205020069993	0	0
-0.05859373660470862	0.09578601116611755	-0.11533621454033577	0.9867026608931198	-0.7736052520113121	-0.5790354379484706	-8.36159961265404	-2.2638612512247587	0.8647727859820291	0.984875179567311	12.589657675674987	0.04495707026370388	0	0
-0.05734319195205737	0.11144306733772884	0.026231999684743292	0.7629821512683346	-0.8001692330525954	-0.601466707343616	0.04223126178126843	-0.9870861893969217	1.0337565375592952	0.9522498371942207	10.788302969385464	-1.7605861301807357	0	0
-0.05985983484176166	0.12692839358749908	-0.24213549851777122	0.8052327563495126	-0.7995499444164009	-0.6949608040597157	0.5080326881968713	-8.260184268923178	1.3198172637754082	1.0701635186389105	15.465273468166103	14.160463782118779	0	0
-0.06303001298363223	0.1400911751669717	-0.1126436863994166	0.5798014400137877	-0.7291131959173427	-0.7939147282485726	4.1068841425484734	2.258983036667938	1.400391331175741	1.2051066696862387	-0.0974782812971613	-5.182150410269941	0	0
-0.06825577840448734	0.15295344744920003	-0.3832087121828681	0.6949074718478807	-0.6789745469073338	-0.7485846913241456	1.1219116196707304	2.4000460649191195	1.4000051723009035	1.0114325478073996	-0.001146993693678544	-13.914585479600609	0	0
-0.07809263904291554	0.1696071993010647	-0.5398988698063423	0.8340105196650579	-0.690433326846982	-0.8019263940309571	-2.1582021760518235	0.5047120007506892	1.4005989749174788	1.0320796934642367	1.1845149440241187	3.550567567619646	0	0
-0.09142681683006967	0.1865843206174572	-0.8090834481236456	0.8709028881780001	-0.7530894679349274	-0.8000216915660543	-4.505927269279509	0.005370707901752857	1.4000073924463763	1.1956148629113077	-0.00192758608795085	12.245917150793279	0	0
